trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
426,False,"{'a': 0.4, 'e': 0.18268352405273466}",35,15,34.955519718966976,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.4, 'e': 0.18195424947803895}",30,22,-4.376676841346771,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.4, 'e': 0.1812278861752166}",25,11,26.275339005554223,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.4, 'e': 0.18050442252243923}",20,6,36.38880193908112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.4, 'e': 0.179783846944273}",30,18,24.204380760298143,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.4, 'e': 0.17906614791149325}",25,2,32.72858160334379,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.17835131394090017}",20,8,14.511297589795145,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.4, 'e': 0.17763933359513498}",20,10,8.840715277773871,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.4, 'e': 0.17693019548249694}",25,14,31.86067608113922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.4, 'e': 0.17622388825676114}",25,5,43.18229766966674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.4, 'e': 0.1755204006169969}",20,8,16.56017253374648,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.4, 'e': 0.17481972130738696}",20,11,26.64871414204226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.4, 'e': 0.17412183911704743}",25,12,8.774431212125961,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
439,False,"{'a': 0.4, 'e': 0.17342674287984836}",20,8,25.870871517888375,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.4, 'e': 0.17273442147423515}",20,16,13.898325839030342,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.4, 'e': 0.17204486382305054}",20,3,5.427314694815328,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
442,False,"{'a': 0.4, 'e': 0.1713580588933574}",25,11,29.643676129971077,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.4, 'e': 0.17067399569626218}",30,8,55.01478054519022,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.4, 'e': 0.16999266328673915}",30,13,39.49422594376999,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.4, 'e': 0.1693140507634552}",20,14,22.05723185046391,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.4, 'e': 0.16863814726859552}",20,10,-324.4056489270264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.4, 'e': 0.16796494198768974}",20,16,14.121177209051869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.4, 'e': 0.16729442414943904}",20,9,-324.3899621894577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.4, 'e': 0.16662658302554367}",20,13,13.509294933806995,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.4, 'e': 0.1659614079305314}",20,13,16.444760014736996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.4, 'e': 0.16529888822158656}",25,7,45.37497808251089,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.4, 'e': 0.1646390132983796}",20,10,28.02657328574143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.4, 'e': 0.16398177260289776}",25,9,44.19554435176916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.4, 'e': 0.16332715561927583}",30,10,27.242359142510914,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.4, 'e': 0.1626751518736281}",25,5,-2.028934401841534,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.4, 'e': 0.16202575093388077}",25,10,22.163578700065088,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.4, 'e': 0.16137894240960493}",25,8,40.25829164245087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.4, 'e': 0.1607347159518504}",20,9,-335.76933231552823,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
459,False,"{'a': 0.4, 'e': 0.16009306125298012}",25,10,-666.7900256230455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
460,False,"{'a': 0.4, 'e': 0.1594539680465052}",25,0,40.433928107367784,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.4, 'e': 0.1588174261069207}",35,12,58.80594462500986,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.4, 'e': 0.15818342524954201}",25,18,25.053604414162987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.4, 'e': 0.15755195533034191}",20,8,10.10818037652528,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.4, 'e': 0.15692300624578823}",20,9,15.407537958282465,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.4, 'e': 0.15629656793268215}",20,10,29.32565492091357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.4, 'e': 0.1556726303679973}",25,8,25.63924574800046,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.4, 'e': 0.1550511835687194}",35,11,56.35585218123307,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.4, 'e': 0.15443221759168632}",25,15,32.06504270955711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.4, 'e': 0.1538157225334293}",20,11,-26.641235642827578,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
470,False,"{'a': 0.4, 'e': 0.15320168853001417}",20,14,21.410862119109254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.4, 'e': 0.15259010575688386}",25,15,13.82676983673315,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.4, 'e': 0.1519809644287009}",20,0,-5.503817315075569,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
473,False,"{'a': 0.4, 'e': 0.1513742547991911}",20,3,42.31090643418495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.15076996716098737}",25,0,21.593669160281816,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
475,False,"{'a': 0.4, 'e': 0.15016809184547464}",20,15,9.740809637123482,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.4, 'e': 0.14956861922263504}",25,11,34.634509802132584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.4, 'e': 0.1489715397008938}",25,3,47.01299191835436,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.14837684372696583}",25,6,44.83283422491417,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.4, 'e': 0.1477845217857029}",35,17,31.148037655547032,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.14719456439994122}",20,16,15.799102157610028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.4, 'e': 0.14660696213035015}",20,8,30.496519722532142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.14602170557528077}",25,7,47.51543450929278,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.4, 'e': 0.1454387853706157}",30,22,29.482153264111002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.4, 'e': 0.14485819218961926}",25,12,18.836895637393418,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.4, 'e': 0.14427991674278817}",30,8,-14.418880597403806,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.14370394977770296}",20,12,24.400387161329565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.14313028207887984}",20,12,-329.89237894831973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.4, 'e': 0.14255890446762345}",20,0,22.653314337216734,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.14198980780187978}",25,20,19.153327347896113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.14142298297609007}",20,10,18.65769903085386,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.4, 'e': 0.140858420921045}",25,10,30.208006559401923,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.4, 'e': 0.14029611260373967}",25,5,-357.28203279893665,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
493,False,"{'a': 0.4, 'e': 0.13973604902722897}",25,0,42.67037071857808,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.4, 'e': 0.13917822123048373}",30,8,31.899200944863924,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.13862262028824734}",20,3,-313.4968138975696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.4, 'e': 0.13806923731089282}",25,13,21.28155921697302,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.4, 'e': 0.13751806344428077}",25,15,27.779662944380732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.4, 'e': 0.13696908986961753}",20,0,17.535418346386937,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
499,False,"{'a': 0.4, 'e': 0.13642230780331424}",25,14,27.678399485841076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.13587770849684613}",30,16,38.24427791850627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.4, 'e': 0.1353352832366127}",30,20,30.46388795387985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.13479502334379823}",30,0,49.89541704061761,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.4, 'e': 0.13425692017423285}",20,10,-325.0855211803244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.4, 'e': 0.13372096511825443}",20,9,-334.86403142102597,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
505,False,"{'a': 0.4, 'e': 0.13318714960057063}",20,0,44.13473482698594,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.4, 'e': 0.13265546508012174}",20,3,38.277540905056135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.13212590304994412}",20,2,38.35208910979433,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.131598455037034}",25,15,17.939511945895475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.13107311260221188}",20,3,27.44594068874709,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.13054986733998766}",30,14,41.5368124563879,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.13002871087842593}",30,24,23.874185962539357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.1295096348790122}",30,8,54.75200060871384,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4, 'e': 0.1289926310365194}",20,9,29.00860627408624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.4, 'e': 0.12847769107887505}",25,14,31.324625813951677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.12796480676702882}",20,16,18.62882739450508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.12745396989482075}",25,11,-313.5811233959205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.4, 'e': 0.12694517228885005}",20,0,38.59902302475553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
518,False,"{'a': 0.4, 'e': 0.12643840580834412}",20,3,-314.88674719631604,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.4, 'e': 0.12593366234502848}",20,6,30.96381489707483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4, 'e': 0.12543093382299694}",20,7,17.82530372156501,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.12493021219858243}",25,2,48.50842112636939,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.12443148946022828}",25,15,29.671545073990373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.4, 'e': 0.12393475762836004}",20,0,46.885300922407595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
524,False,"{'a': 0.4, 'e': 0.12344000875525779}",30,21,-672.6324720128354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
525,False,"{'a': 0.4, 'e': 0.12294723492492901}",25,14,10.304170247822235,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.12245642825298192}",30,21,22.103534320621705,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.4, 'e': 0.12196758088649927}",20,1,-319.5988407126904,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.4, 'e': 0.12148068500391278}",25,0,59.11537681600781,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.4, 'e': 0.12099573281487794}",20,14,22.00619094393393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.4, 'e': 0.12051271656014939}",20,1,-17.604802432590144,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
531,False,"{'a': 0.4, 'e': 0.12003162851145674}",25,15,30.012964506576857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.11955246097138095}",20,14,18.247214352529685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.11907520627323115}",20,6,-31.237133167168068,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
534,False,"{'a': 0.4, 'e': 0.118599856780922}",20,13,22.393535664156644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.11812640488885147}",30,19,33.330598077443895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.4, 'e': 0.1176548430217792}",25,17,26.540600814948117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.4, 'e': 0.11718516363470524}",25,18,22.498175107444023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4, 'e': 0.1167173592127494}",20,10,15.137822783979566,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.4, 'e': 0.11625142227103093}",20,13,21.495103979074766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.11578734535454882}",35,13,34.269112401529284,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.11532512103806253}",25,11,-31.524584377164746,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
542,False,"{'a': 0.4, 'e': 0.1148647419259731}",25,12,12.262067860470701,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
543,False,"{'a': 0.4, 'e': 0.11440620065220494}",25,6,15.490141141591582,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.4, 'e': 0.11394948988008789}",25,3,-302.24639942239287,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.4, 'e': 0.11349460230223984}",20,11,24.932825902037116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.4, 'e': 0.11304153064044986}",30,8,-310.32796148623953,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
547,False,"{'a': 0.4, 'e': 0.11259026764556167}",20,10,17.387317343035697,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.11214080609735773}",25,13,34.942784135103864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.11169313880444369}",20,14,-337.5846110505703,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
550,False,"{'a': 0.4, 'e': 0.11124725860413331}",20,0,43.15932367822228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.4, 'e': 0.11080315836233387}",20,13,20.993573810313116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.4, 'e': 0.11036083097343204}",20,10,32.54672690995133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.4, 'e': 0.10992026936018014}",20,12,24.02318796837993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4, 'e': 0.10948146647358298}",30,1,-345.5613643727042,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 1}",1
555,False,"{'a': 0.4, 'e': 0.109044415292785}",20,6,38.4994048405332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.10860910882495797}",30,12,38.24502082840225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.4, 'e': 0.10817554010518915}",20,15,18.175118644719735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.4, 'e': 0.10774370219636976}",20,11,13.377376273898665,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.4, 'e': 0.10731358818908404}",30,16,43.809797779437005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.10688519120149871}",20,14,7.5425983723489365,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.4, 'e': 0.10645850437925282}",25,18,23.566134099419145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.10603352089534811}",25,14,31.413254511907397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.4, 'e': 0.10561023395003977}",25,12,9.859535686542316,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.10518863677072766}",30,18,31.88200866345523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.4, 'e': 0.1047687226118479}",25,13,17.33234291776251,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.10435048475476501}",25,12,34.10470790638722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.10393391650766433}",30,0,-289.0581402427849,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.4, 'e': 0.10351901120544503}",20,1,39.14484182715216,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.4, 'e': 0.10310576220961343}",25,2,60.357373439365986,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.10269416290817678}",30,19,22.530405928178276,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.10228420671553745}",30,16,37.51335191568175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.4, 'e': 0.10187588707238765}",30,12,43.466226108258,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.4, 'e': 0.10146919744560436}",20,12,24.547234749811402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.10106413132814487}",20,9,23.606000368366104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.4, 'e': 0.10066068223894267}",20,2,39.32018209341591,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.10025884372280372}",20,10,-326.91224332593595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.4, 'e': 0.09985860935030319}",30,23,20.999885621373572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,15.485306819210503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,50.61352588996551,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,15,18.005954017502845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,26.42621368752255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,29.313731993749002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,36.7879388829755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,27.718753141523568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,17.12833419181627,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,37.632024455873704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,22.687855393903863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,11,24.6563490101143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,19,22.379244919122858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,31.17146939700516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,7,43.20355914705196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,13,23.523252572238903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,0,44.68654634564745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",25,13,28.56382097047508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,30.786940398699848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,13,30.731685255718304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,10,44.143013118563374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
